material,LCstage,disposition,impactCategory,impactUnits,impactFactor,corporateSource,impactFactorID
Glass,endOfLife,recyclingAggregate_transport,"Human toxicity, non-canc. (recommended only)",CTUh,5.25E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,high characterization factor for unspecified water,m3 world equiv.,1.96079104,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,low characterization factor for unspecified water,m3 world equiv.,1.842153826,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.912194064,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Blue water consumption,kg,61.30150739,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Blue water use,kg,1057.455564,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Total freshwater consumption (including rainwater),kg,395.4960225,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,Total freshwater use,kg,1391.664116,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,high characterization factor for unspecified water,m3 equiv.,0.02919681,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,low characterization factor for unspecified water,m3 equiv.,0.027691662,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingAggregate_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.028209704,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-2219.699669,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-2087.587169,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Primary energy from non renewable resources (gross cal. value),MJ,-2154.133244,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Primary energy from non renewable resources (net cal. value),MJ,-2022.42904,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Primary energy from renewable resources (gross cal. value),MJ,-65.56642502,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Primary energy from renewable resources (net cal. value),MJ,-65.15812869,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-155.7534364,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-150.1660428,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,-0.071391719,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Acidification,kg SO2 eq.,-0.844900569,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Ecotoxicity (recommended),CTUe,-73.75666764,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Eutrophication,kg N eq.,-0.07082138,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-155.6820447,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,-150.0946511,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Human Health Particulate Air,kg PM2.5 eq.,-4.117517809,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Human toxicity, cancer (recommended)",CTUh,-2.09E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Human toxicity, non-canc. (recommended)",CTUh,0.000109384,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Ozone Depletion Air,kg CFC 11 eq.,-9.63E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Resources, Fossil fuels",MJ surplus energy,-137.0894116,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Smog Air,kg O3 eq.,-11.43873859,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Ecotoxicity (recommended and interim),CTUe,-68836.14432,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Ecotoxicity (recommended only),CTUe,-0.256360913,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Human toxicity, cancer (recommended and interim)",CTUh,-6.62E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Human toxicity, cancer (recommended only)",CTUh,-3.85E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000213804,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,"Human toxicity, non-canc. (recommended only)",CTUh,1.04E-09,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,high characterization factor for unspecified water,m3 world equiv.,-3.150674315,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,low characterization factor for unspecified water,m3 world equiv.,-1.934626356,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,OECD+BRIC average for unspecified water,m3 world equiv.,-2.652548549,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Blue water consumption,kg,-694.657359,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Blue water use,kg,-68428.9116,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Total freshwater consumption (including rainwater),kg,-1122.342833,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,Total freshwater use,kg,-68724.77996,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,high characterization factor for unspecified water,m3 equiv.,-0.048000524,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,low characterization factor for unspecified water,m3 equiv.,-0.032572552,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass,OECD+BRIC average for unspecified water,m3 equiv.,-0.037882552,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,560.0539865,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,522.0766804,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Primary energy from non renewable resources (gross cal. value),MJ,547.6821032,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Primary energy from non renewable resources (net cal. value),MJ,509.7047972,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Primary energy from renewable resources (gross cal. value),MJ,12.37188322,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Primary energy from renewable resources (net cal. value),MJ,12.37188322,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,35.84965455,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,36.09237389,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.040762881,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Acidification,kg SO2 eq.,0.16852146,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Ecotoxicity (recommended),CTUe,4.498399717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Eutrophication,kg N eq.,0.013743019,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,35.80889167,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,36.05161101,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Human Health Particulate Air,kg PM2.5 eq.,0.010542524,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Human toxicity, cancer (recommended)",CTUh,1.91E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Human toxicity, non-canc. (recommended)",CTUh,1.42E-06,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Ozone Depletion Air,kg CFC 11 eq.,2.49E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Resources, Fossil fuels",MJ surplus energy,68.43208279,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Smog Air,kg O3 eq.,5.535494281,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Ecotoxicity (recommended and interim),CTUe,436.1618894,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Ecotoxicity (recommended only),CTUe,0.192260873,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Human toxicity, cancer (recommended and interim)",CTUh,5.39E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Human toxicity, cancer (recommended only)",CTUh,1.61E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.63E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,"Human toxicity, non-canc. (recommended only)",CTUh,5.25E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,high characterization factor for unspecified water,m3 world equiv.,1.96079104,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,low characterization factor for unspecified water,m3 world equiv.,1.842153826,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.912194064,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Blue water consumption,kg,61.30150739,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Blue water use,kg,1057.455564,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Total freshwater consumption (including rainwater),kg,395.4960225,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,Total freshwater use,kg,1391.664116,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,high characterization factor for unspecified water,m3 equiv.,0.02919681,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,low characterization factor for unspecified water,m3 equiv.,0.027691662,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingFiberglass_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.028209704,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-2219.699669,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-2087.587169,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Primary energy from non renewable resources (gross cal. value),MJ,-2154.133244,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Primary energy from non renewable resources (net cal. value),MJ,-2022.42904,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Primary energy from renewable resources (gross cal. value),MJ,-65.56642502,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Primary energy from renewable resources (net cal. value),MJ,-65.15812869,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-155.7534364,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-150.1660428,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,-0.071391719,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Acidification,kg SO2 eq.,-0.844900569,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Ecotoxicity (recommended),CTUe,-73.75666764,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Eutrophication,kg N eq.,-0.07082138,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-155.6820447,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,-150.0946511,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Human Health Particulate Air,kg PM2.5 eq.,-4.117517809,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Human toxicity, cancer (recommended)",CTUh,-2.09E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Human toxicity, non-canc. (recommended)",CTUh,0.000109384,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Ozone Depletion Air,kg CFC 11 eq.,-9.63E-07,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Resources, Fossil fuels",MJ surplus energy,-137.0894116,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Smog Air,kg O3 eq.,-11.43873859,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Ecotoxicity (recommended and interim),CTUe,-68836.14432,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Ecotoxicity (recommended only),CTUe,-0.256360913,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Human toxicity, cancer (recommended and interim)",CTUh,-6.62E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Human toxicity, cancer (recommended only)",CTUh,-3.85E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000213804,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,"Human toxicity, non-canc. (recommended only)",CTUh,1.04E-09,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,high characterization factor for unspecified water,m3 world equiv.,-3.150674315,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,low characterization factor for unspecified water,m3 world equiv.,-1.934626356,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,OECD+BRIC average for unspecified water,m3 world equiv.,-2.652548549,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Blue water consumption,kg,-694.657359,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Blue water use,kg,-68428.9116,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Total freshwater consumption (including rainwater),kg,-1122.342833,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,Total freshwater use,kg,-68724.77996,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,high characterization factor for unspecified water,m3 equiv.,-0.048000524,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,low characterization factor for unspecified water,m3 equiv.,-0.032572552,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric,OECD+BRIC average for unspecified water,m3 equiv.,-0.037882552,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,560.0539865,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,522.0766804,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Primary energy from non renewable resources (gross cal. value),MJ,547.6821032,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Primary energy from non renewable resources (net cal. value),MJ,509.7047972,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Primary energy from renewable resources (gross cal. value),MJ,12.37188322,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Primary energy from renewable resources (net cal. value),MJ,12.37188322,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,35.84965455,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,36.09237389,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.040762881,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Acidification,kg SO2 eq.,0.16852146,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Ecotoxicity (recommended),CTUe,4.498399717,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Eutrophication,kg N eq.,0.013743019,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,35.80889167,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,36.05161101,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Human Health Particulate Air,kg PM2.5 eq.,0.010542524,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Human toxicity, cancer (recommended)",CTUh,1.91E-08,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Human toxicity, non-canc. (recommended)",CTUh,1.42E-06,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Ozone Depletion Air,kg CFC 11 eq.,2.49E-10,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Resources, Fossil fuels",MJ surplus energy,68.43208279,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Smog Air,kg O3 eq.,5.535494281,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Ecotoxicity (recommended and interim),CTUe,436.1618894,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Ecotoxicity (recommended only),CTUe,0.192260873,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Human toxicity, cancer (recommended and interim)",CTUh,5.39E-07,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Human toxicity, cancer (recommended only)",CTUh,1.61E-10,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Human toxicity, non-canc. (recommended and interim)",CTUh,1.63E-06,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,"Human toxicity, non-canc. (recommended only)",CTUh,5.25E-11,USEtox 2.01,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,high characterization factor for unspecified water,m3 world equiv.,1.96079104,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,low characterization factor for unspecified water,m3 world equiv.,1.842153826,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,OECD+BRIC average for unspecified water,m3 world equiv.,1.912194064,AWARE,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Blue water consumption,kg,61.30150739,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Blue water use,kg,1057.455564,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Total freshwater consumption (including rainwater),kg,395.4960225,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,Total freshwater use,kg,1391.664116,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,high characterization factor for unspecified water,m3 equiv.,0.02919681,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,low characterization factor for unspecified water,m3 equiv.,0.027691662,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,recyclingGeneric_transport,OECD+BRIC average for unspecified water,m3 equiv.,0.028209704,WSI,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-14217.38725,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-13257.84099,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Primary energy from non renewable resources (gross cal. value),MJ,-12536.84035,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Primary energy from non renewable resources (net cal. value),MJ,-11688.82256,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Primary energy from renewable resources (gross cal. value),MJ,-1680.546908,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Primary energy from renewable resources (net cal. value),MJ,-1569.018435,NA,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-906.3342952,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-845.1132991,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.004370027,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Acidification,kg SO2 eq.,-7.769895845,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Ecotoxicity (recommended),CTUe,-3661.859621,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Eutrophication,kg N eq.,-1.730232027,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-906.3386652,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,-845.1176691,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Human Health Particulate Air,kg PM2.5 eq.,-1.371943115,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Human toxicity, cancer (recommended)",CTUh,-3.40E-05,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Human toxicity, non-canc. (recommended)",CTUh,-0.000216592,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Ozone Depletion Air,kg CFC 11 eq.,-0.00011618,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,"Resources, Fossil fuels",MJ surplus energy,-1367.756279,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
Glass,endOfLife,reuse,Smog Air,kg O3 eq.,-75.48475482,TRACI 2.1,IMFO - Phase III_2018-02-16 09:16:41
